health_id,battery_source_id,cycle_count,rated_capacity_ah,measured_capacity_ah,voltage,temperature_c,internal_resistance_mohm,soh,source_file,source_url
B0006-D038,B0006,38,2.03534,1.781,3.51909,30.96655,143.03454,0.87504,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D039,B0006,39,2.03534,1.77101,3.51518,30.82646,146.29853,0.87013,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D040,B0006,40,2.03534,1.76047,3.51403,31.08077,147.35306,0.86495,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D041,B0006,41,2.03534,1.75029,3.51414,31.69429,142.96104,0.85995,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D042,B0006,42,2.03534,1.73949,3.50958,31.87558,146.0833,0.85465,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D043,B0006,43,2.03534,1.75468,3.51107,31.54329,144.51184,0.86211,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D044,B0006,44,2.03534,1.76594,3.51592,31.42098,147.79569,0.86764,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D045,B0006,45,2.03534,1.73379,3.50585,31.15837,145.22284,0.85184,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D046,B0006,46,2.03534,1.71333,3.50104,31.15661,146.77497,0.84179,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D047,B0006,47,2.03534,1.70241,3.49741,31.20661,146.58751,0.83643,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D048,B0006,48,2.03534,1.82372,3.53889,33.61169,148.04423,0.89603,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D049,B0006,49,2.03534,1.80813,3.53274,32.8563,144.91476,0.88837,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D050,B0006,50,2.03534,1.77576,3.52121,32.21098,146.0498,0.87247,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D051,B0006,51,2.03534,1.74474,3.50931,31.96509,145.05312,0.85722,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D052,B0006,52,2.03534,1.72921,3.50716,31.7448,146.63698,0.84959,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D053,B0006,53,2.03534,1.70811,3.50093,31.87656,148.45145,0.83923,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D054,B0006,54,2.03534,1.6976,3.4973,32.24289,147.73811,0.83406,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D055,B0006,55,2.03534,1.68206,3.4929,32.07306,149.95518,0.82643,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D056,B0006,56,2.03534,1.67148,3.48866,32.03014,147.78008,0.82123,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D057,B0006,57,2.03534,1.66076,3.48229,31.98494,151.33589,0.81596,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D058,B0006,58,2.03534,1.65112,3.47758,32.23677,153.28218,0.81123,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D059,B0006,59,2.03534,1.64013,3.47874,32.56097,153.54671,0.80583,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D060,B0006,60,2.03534,1.6292,3.47402,32.48985,153.0383,0.80046,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D061,B0006,61,2.03534,1.60885,3.47184,32.42612,153.61909,0.79046,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D062,B0006,62,2.03534,1.60352,3.46318,32.29984,154.11133,0.78784,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D063,B0006,63,2.03534,1.59897,3.46347,32.61076,156.22682,0.7856,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D064,B0006,64,2.03534,1.58763,3.46022,32.25699,155.32346,0.78003,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D065,B0006,65,2.03534,1.58297,3.46257,32.47193,157.22263,0.77774,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D066,B0006,66,2.03534,1.56714,3.45371,32.40219,155.91621,0.76996,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D067,B0006,67,2.03534,1.56134,3.4514,32.30987,156.6789,0.76712,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D068,B0006,68,2.03534,1.55117,3.45078,32.35441,158.49672,0.76212,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D069,B0006,69,2.03534,1.54067,3.44611,32.47314,158.65435,0.75696,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D070,B0006,70,2.03534,1.52531,3.44182,32.52335,160.2968,0.74942,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D071,B0006,71,2.03534,1.53016,3.44501,32.51826,160.35024,0.7518,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D072,B0006,72,2.03534,1.52466,3.44116,32.54371,161.43362,0.74909,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D073,B0006,73,2.03534,1.51455,3.44362,32.56222,162.55743,0.74413,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D074,B0006,74,2.03534,1.50939,3.43994,32.58978,162.58645,0.74159,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D075,B0006,75,2.03534,1.504,3.43603,32.5709,163.71219,0.73894,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D076,B0006,76,2.03534,1.49352,3.43631,32.53785,161.69212,0.73379,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D077,B0006,77,2.03534,1.48763,3.43047,32.65645,165.21673,0.7309,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D078,B0006,78,2.03534,1.53029,3.44173,33.18079,163.00405,0.75186,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D079,B0006,79,2.03534,1.50408,3.43554,32.71221,164.53058,0.73898,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D080,B0006,80,2.03534,1.48876,3.42723,32.54394,164.6524,0.73146,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D081,B0006,81,2.03534,1.47828,3.43075,32.66554,165.98077,0.72631,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D082,B0006,82,2.03534,1.47846,3.43088,33.16092,165.62289,0.7264,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D083,B0006,83,2.03534,1.47321,3.43198,33.41445,163.85594,0.72382,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D084,B0006,84,2.03534,1.46752,3.42691,33.35417,166.24046,0.72102,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D085,B0006,85,2.03534,1.45163,3.42204,33.13635,166.86281,0.71321,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D086,B0006,86,2.03534,1.45192,3.42027,32.92242,168.18624,0.71336,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D087,B0006,87,2.03534,1.44715,3.42482,33.20338,169.76759,0.71101,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D088,B0006,88,2.03534,1.44685,3.4235,33.53395,169.11196,0.71087,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D089,B0006,89,2.03534,1.44167,3.42474,33.57679,168.29535,0.70832,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D090,B0006,90,2.03534,1.59359,3.4507,33.22409,167.56394,0.78296,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D091,B0006,91,2.03534,1.54639,3.44805,33.37083,161.49755,0.75977,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D092,B0006,92,2.03534,1.51471,3.43995,33.43367,163.35707,0.7442,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D093,B0006,93,2.03534,1.49898,3.43411,33.28677,165.23696,0.73648,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D094,B0006,94,2.03534,1.48311,3.43256,33.14348,166.75404,0.72868,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D095,B0006,95,2.03534,1.47297,3.42706,33.11022,165.40881,0.7237,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D096,B0006,96,2.03534,1.46276,3.42734,33.18992,166.95148,0.71868,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D097,B0006,97,2.03534,1.45184,3.42348,33.26265,168.56794,0.71331,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D098,B0006,98,2.03534,1.44687,3.4221,33.29998,169.49207,0.71087,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D099,B0006,99,2.03534,1.44138,3.42188,33.31664,170.18144,0.70818,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D100,B0006,100,2.03534,1.43121,3.41958,33.39151,167.79464,0.70318,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D101,B0006,101,2.03534,1.42602,3.41753,33.41522,170.36894,0.70063,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D102,B0006,102,2.03534,1.42049,3.41979,33.39691,169.71609,0.69791,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D103,B0006,103,2.03534,1.4207,3.41714,33.73732,171.4427,0.69802,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D104,B0006,104,2.03534,1.45226,3.43053,34.08965,166.31821,0.71352,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D105,B0006,105,2.03534,1.43156,3.42508,33.99873,170.56233,0.70335,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D106,B0006,106,2.03534,1.41502,3.41713,33.9074,171.36023,0.69522,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D107,B0006,107,2.03534,1.40973,3.41752,33.70518,172.3517,0.69263,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D108,B0006,108,2.03534,1.40492,3.41816,33.74588,173.39316,0.69026,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D109,B0006,109,2.03534,1.39516,3.42033,34.01657,172.17464,0.68547,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D110,B0006,110,2.03534,1.39453,3.41929,34.17502,171.53526,0.68516,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D111,B0006,111,2.03534,1.38932,3.41435,33.97611,172.11766,0.6826,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D112,B0006,112,2.03534,1.38384,3.4127,33.8415,174.65996,0.67991,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D113,B0006,113,2.03534,1.37368,3.41041,34.10085,173.37372,0.67492,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D114,B0006,114,2.03534,1.37861,3.41442,34.34664,174.25392,0.67734,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D115,B0006,115,2.03534,1.37376,3.41317,34.21623,173.10145,0.67495,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D116,B0006,116,2.03534,1.36826,3.4107,34.04162,175.01975,0.67225,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D117,B0006,117,2.03534,1.3633,3.40891,33.89021,175.36455,0.66982,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D118,B0006,118,2.03534,1.3581,3.41341,34.11676,173.97764,0.66726,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D119,B0006,119,2.03534,1.35327,3.41122,34.49049,173.63142,0.66489,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D120,B0006,120,2.03534,1.38416,3.41552,34.23745,175.01812,0.68006,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D121,B0006,121,2.03534,1.40515,3.42298,34.41429,169.21928,0.69038,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D122,B0006,122,2.03534,1.37872,3.41476,34.16445,176.25775,0.67739,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D123,B0006,123,2.03534,1.36827,3.41436,33.87715,176.66945,0.67225,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D124,B0006,124,2.03534,1.35732,3.40919,33.83957,176.06852,0.66687,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D125,B0006,125,2.03534,1.35249,3.41193,33.8183,175.48296,0.66451,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D126,B0006,126,2.03534,1.34741,3.40944,33.81262,177.8258,0.66201,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D127,B0006,127,2.03534,1.33701,3.40819,33.79895,176.38294,0.6569,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D128,B0006,128,2.03534,1.33124,3.40738,33.70272,177.79034,0.65406,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D129,B0006,129,2.03534,1.32593,3.40859,33.63563,177.58574,0.65145,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D130,B0006,130,2.03534,1.32158,3.40484,33.69072,178.08624,0.64932,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D131,B0006,131,2.03534,1.32123,3.40811,33.71317,178.7554,0.64914,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D132,B0006,132,2.03534,1.31565,3.40917,33.65377,177.59175,0.6464,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D133,B0006,133,2.03534,1.3209,3.41108,33.98358,179.57711,0.64898,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D134,B0006,134,2.03534,1.34743,3.41675,33.81635,179.57711,0.66202,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D135,B0006,135,2.03534,1.32601,3.41697,33.60692,170.70042,0.6515,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D136,B0006,136,2.03534,1.31012,3.41058,33.47351,178.37102,0.64369,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D137,B0006,137,2.03534,1.30522,3.41133,33.20918,177.51155,0.64128,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D138,B0006,138,2.03534,1.30041,3.40813,33.58089,177.29198,0.63891,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D139,B0006,139,2.03534,1.30024,3.41257,33.76401,176.32044,0.63883,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
B0006-D140,B0006,140,2.03534,1.28951,3.40769,33.57004,178.94002,0.63356,data/raw/nasa/battery_dataset/5. Battery Data Set/1. BatteryAgingARC-FY08Q4/B0006.mat,https://phm-datasets.s3.amazonaws.com/NASA/5.+Battery+Data+Set.zip
